% Model:              Paper2_optimized_designs.mph
% Version:            COMSOL 6.3.0.420
% Date:               Nov 13 2025, 11:08
% Dimension:          1
% Nodes:              933
% Expressions:        1
% Description:        Line graph
% Arc length (m)          real(acpr2.p_t)
0.03302509808449705       -2.5138764320115956
0.03310278261916366       -2.5174818662358827
0.033344822892599435      -2.528788212186278
0.03364718054907856       -2.5422143691029926
0.03366454770070182       -2.542990790649605
0.03368926231353653       -2.5440386543276223
0.0339842725088042        -2.556613671299446
0.03419157847899368       -2.5649718176364145
0.03430269119283902       -2.5694838277324026
0.034461766630833335      -2.5755458712408688
0.034683174568103214      -2.5840498938417094
0.03483224605867097       -2.5894242546235273
0.03504751271198481       -2.5971706104092975
0.0353672367953205        -2.6079223962757867
0.03541185085586607       -2.6094401176218978
0.03544188900439782       -2.6103911943955707
0.03577618899974744       -2.620953399688003
0.036024362367807594      -2.6282436858940237
0.0361482980822142        -2.6318723758314606
0.03640829561455261       -2.6389177452858856
0.03652040716468086       -2.6419913122115815
0.03657384853750234       -2.643339866835993
0.036921214965034754      -2.651993624721633
0.03700876469327208       -2.6540099673081556
0.03732683561223715       -2.6611756652048992
0.03750743813512436       -2.664878444641226
0.037703340052691714      -2.6688490830988263
0.03795275294799416       -2.6733671232625134
0.0380798444931465        -2.6757074195949917
0.03817966883210766       -2.6773306088636954
0.03845634893360117       -2.681764847396864
0.03880860472590231       -2.6866516177670756
0.038834082887831856      -2.6870119835073365
0.038850083982217565      -2.6871985805904623
0.0392298081107878        -2.6916687296706874
0.03953163931106918       -2.6944641036084875
0.03962307091716222       -2.695344550946051
0.03974779371501569       -2.696232434869417
0.04001633372353686       -2.69816276455003
0.04021319463992068       -2.6990835861819127
0.040409596529911274      -2.7000745742113046
0.04061623798681102       -2.70057665081271
0.04085823597095817       -2.701156485035999
0.041262669270136776      -2.70097499389861
0.04130687541200495       -2.700967682752828
0.04133332673844303       -2.7008880597399307
0.041755514853051734      -2.6996029862312056
0.042050415490075155      -2.697866427152456
0.04220016273532379       -2.6969822308852813
0.042354044867197516      -2.6956449611982043
0.042602071258698526      -2.693574232675762
0.04287306430572513       -2.6904760825240004
0.04300700663483714       -2.688993471054123
0.04312959735413191       -2.6872584707197453
0.043411942010975535      -2.6834117618925197
0.043720431113311586      -2.6782575510976234
0.04381687738711415       -2.676681197954295
0.043928071738580154      -2.674476838815626
0.04430388787275885       -2.667199587357866
0.04467746345016688       -2.6584075150413278
0.04479089835840322       -2.655769154322406
0.04490501360381094       -2.652638988071209
0.04527790884404781       -2.6425822458949924
0.0456485809414251        -2.6310393643407695
